City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Norsup,VU,-16.0667,167.3833,80.4,87,100,24.76,heavy intensity rain
346,Pathein,MM,16.7833,94.7333,64.08,67,2,6.08,clear sky
347,Taoudenni,ML,22.6783,-3.9836,76.33,11,0,10.92,clear sky
348,Marsh Harbour,BS,26.5412,-77.0636,76.46,71,5,10.8,clear sky
349,Pindiga,NG,9.9833,10.9333,88.9,10,80,7.96,broken clouds
350,Mercedes,AR,-34.6515,-59.4307,84.18,23,0,5.93,clear sky
351,Talnakh,RU,69.4865,88.3972,-3.8,94,93,10.04,overcast clouds
352,Khatanga,RU,71.9667,102.5,-0.96,91,100,15.37,overcast clouds
353,Chicama,PE,-7.8447,-79.1469,68.54,58,99,8.88,overcast clouds
354,Villarrica,PY,-25.75,-56.4333,96.06,19,13,0.92,few clouds
355,Fare,PF,-16.7,-151.0167,81.1,77,48,16.8,scattered clouds
356,Muzhi,RU,65.3667,64.6667,-3.87,100,71,5.79,broken clouds
357,Bhainsa,IN,26.9548,76.9012,54.12,94,6,6.76,clear sky
358,Ushtobe,KZ,45.2514,77.9838,27.1,97,100,6.44,light snow
359,Chernyshevskiy,RU,63.0128,112.4714,-23.91,100,96,1.74,overcast clouds
360,Geraldton,AU,-28.7667,114.6,64.81,82,0,6.91,clear sky
361,Manzhouli,CN,49.6,117.4333,-2.43,100,98,2.89,overcast clouds
362,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,48,0,6.91,clear sky
363,La Ciotat,FR,43.1748,5.6045,54.55,79,14,4.12,few clouds
364,Alindao,CF,5.0267,21.2088,83.89,19,68,3.47,broken clouds
365,Mitu,CO,1.1983,-70.1733,77.02,80,100,2.42,moderate rain
366,Galle,LK,6.0367,80.217,78.08,77,51,5.19,broken clouds
367,Shenavan,AM,40.0549,43.9288,42.31,68,53,3.85,broken clouds
368,Kenitra,MA,34.261,-6.5802,66.96,72,0,9.64,clear sky
369,Henties Bay,NA,-22.116,14.2845,70.86,81,3,5.53,clear sky
370,Simbahan,PH,6.3032,120.5836,81.19,81,100,10.47,light rain
371,Juneau,US,58.3019,-134.4197,45.21,94,100,16.11,overcast clouds
372,Pinheiro Machado,BR,-31.5783,-53.3811,81.36,29,0,7.87,clear sky
373,Tessalit,ML,20.1986,1.0114,75.13,6,1,9.64,clear sky
374,Umba,RU,66.6871,34.3429,27.32,87,100,9.64,overcast clouds
375,Poum,NC,-20.2333,164.0167,81.23,87,100,28.74,overcast clouds
376,Khuzhir,RU,53.1939,107.3397,3.49,79,95,6.08,overcast clouds
377,Yairipok,IN,24.6667,94.0667,45.61,83,4,1.05,clear sky
378,Zhigansk,RU,66.7697,123.3711,-34.04,98,100,7.11,overcast clouds
379,Hami,CN,42.8,93.45,27.01,38,97,0.4,overcast clouds
380,Pahrump,US,36.2083,-115.9839,67.17,20,26,1.99,scattered clouds
381,Batemans Bay,AU,-35.7167,150.1833,67.1,67,30,4.59,scattered clouds
382,Grand Baie,MU,-20.0182,57.5802,79.27,78,37,1.99,scattered clouds
383,Salamanca,ES,40.8333,-6.0,56.98,65,0,4.65,clear sky
384,Vao,NC,-22.6667,167.4833,80.22,88,100,26.69,moderate rain
385,Namatanai,PG,-3.6667,152.4333,78.71,83,53,0.27,light rain
386,Castelo Do Piaui,BR,-5.3222,-41.5525,83.16,65,88,4.38,overcast clouds
387,Vitre,FR,48.1178,-1.2058,43.68,82,48,3.24,scattered clouds
388,Russell,US,32.3502,-85.1999,61.38,38,0,0.0,clear sky
389,Katherine,AU,-14.4667,132.2667,79.12,73,99,4.61,overcast clouds
390,Biltine,TD,14.5333,20.9167,74.05,8,0,8.5,clear sky
391,Matara,LK,5.9485,80.5353,76.37,81,54,4.23,broken clouds
392,Egvekinot,RU,66.3167,-179.1667,-22.16,80,38,9.98,scattered clouds
393,Pitmoaga,BF,12.2397,-1.8767,92.82,10,1,8.81,clear sky
394,Yar-Sale,RU,66.8333,70.8333,2.46,95,62,14.34,broken clouds
395,Launceston,AU,-41.45,147.1667,60.62,92,75,8.05,broken clouds
396,Toamasina,MG,-18.1667,49.3833,82.4,89,40,8.05,scattered clouds
397,Sovetskiy,RU,61.3614,63.5842,8.44,94,86,8.97,overcast clouds
398,Svetlogorsk,BY,52.6333,29.7333,34.14,81,98,12.41,overcast clouds
399,Rio Grande,BR,-32.035,-52.0986,80.71,54,34,10.31,scattered clouds
400,Marawi,PH,7.9986,124.2928,67.64,96,94,1.32,overcast clouds
401,Cam Ranh,VN,11.9214,109.1591,76.96,83,40,10.36,scattered clouds
402,Ranau,MY,5.9538,116.6641,70.45,99,100,1.59,overcast clouds
403,Saldanha,ZA,-33.0117,17.9442,71.65,88,34,7.43,scattered clouds
404,Birnin Kebbi,NG,12.4539,4.1975,84.2,9,15,9.57,few clouds
405,Williams Lake,CA,52.1415,-122.1445,36.97,92,100,11.5,light rain
406,Kodinsk,RU,58.6881,99.1844,-23.96,100,60,0.65,broken clouds
407,Bethel,US,41.3712,-73.414,44.29,55,0,9.22,clear sky
408,Port-Gentil,GA,-0.7193,8.7815,81.5,80,99,9.8,light rain
409,Simao,CN,22.7886,100.9748,49.05,55,6,1.39,clear sky
410,Yinchuan,CN,38.4681,106.2731,17.78,78,3,0.74,clear sky
411,Byron Bay,AU,-28.65,153.6167,67.87,85,7,5.53,clear sky
412,Coahuayana,MX,18.7333,-103.6833,85.84,32,0,6.29,clear sky
413,Kaduy,RU,59.2,37.15,28.44,98,99,4.85,overcast clouds
414,Nuuk,GL,64.1835,-51.7216,20.88,92,100,44.0,overcast clouds
415,Sussex,US,41.1834,-74.6663,46.0,44,0,8.05,clear sky
416,Liberal,US,37.0431,-100.921,56.16,30,0,18.41,clear sky
417,Mount Gambier,AU,-37.8333,140.7667,55.31,88,75,4.61,broken clouds
418,Majholi,IN,23.5,79.9167,68.05,41,75,9.51,broken clouds
419,Flinders,AU,-34.5833,150.8552,69.8,79,6,7.0,clear sky
420,Picota,PE,-6.9197,-76.3304,88.48,74,96,2.3,moderate rain
421,Kutum,SD,14.2,24.6667,65.75,12,5,9.46,clear sky
422,Iquique,CL,-20.2208,-70.1431,73.44,67,7,4.99,clear sky
423,Filingue,NE,14.3521,3.3168,82.98,8,1,8.7,clear sky
424,The Valley,AI,18.217,-63.0578,82.26,83,40,10.36,scattered clouds
425,Poya,NC,-21.35,165.15,79.56,93,100,13.4,overcast clouds
426,Loandjili,CG,-4.7561,11.8578,80.71,83,20,10.36,few clouds
427,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,96.62,15,0,3.89,clear sky
428,Riberalta,BO,-10.9833,-66.1,88.0,62,75,4.61,broken clouds
429,Tuxpan,MX,19.55,-103.4,76.44,18,0,5.86,clear sky
430,Lishan,CN,31.8576,113.2951,36.21,85,3,3.13,clear sky
431,Serebryansk,KZ,49.6925,83.2892,-4.29,97,96,2.26,overcast clouds
432,Kulunda,RU,52.566,78.9385,-9.98,100,36,5.48,scattered clouds
433,Surt,LY,31.2089,16.5887,57.36,59,97,14.32,overcast clouds
434,Shagonar,RU,51.5333,92.8,-12.75,94,90,1.28,overcast clouds
435,Iquitos,PE,-3.7481,-73.2472,80.64,78,75,4.61,broken clouds
436,Itarema,BR,-2.9248,-39.9167,85.5,61,74,13.22,broken clouds
437,Botshabelo,ZA,-29.2702,26.7052,74.57,34,68,2.59,broken clouds
438,Gunjur,GM,13.2019,-16.7339,96.87,49,0,9.22,clear sky
439,Mehamn,NO,71.0357,27.8492,22.91,73,0,29.93,clear sky
440,Saint-Georges,GD,12.0564,-61.7485,83.88,65,40,21.85,scattered clouds
441,Baculin,PH,7.4525,126.5842,76.06,89,100,7.81,overcast clouds
442,Dukat,RU,62.55,155.55,-20.74,68,64,3.56,broken clouds
443,Quatre Cocos,MU,-20.2078,57.7625,78.91,76,27,8.16,scattered clouds
444,Ostersund,SE,63.1792,14.6357,28.85,64,0,8.05,clear sky
445,Atar,MR,20.5169,-13.0499,85.84,7,2,15.23,clear sky
446,Kieta,PG,-6.2167,155.6333,79.32,84,91,3.24,light rain
447,Elban,RU,50.1018,136.5094,-6.93,99,98,2.28,overcast clouds
448,Siilinjarvi,FI,63.0833,27.6667,30.22,86,100,9.22,overcast clouds
449,Neftcala,AZ,39.3742,49.2472,51.53,70,1,11.86,clear sky
450,Leningradskiy,RU,69.3833,178.4167,-25.26,95,96,9.64,overcast clouds
451,Susner,IN,23.95,76.0833,63.01,58,13,7.52,few clouds
452,Kiunga,PG,-6.1219,141.2906,73.89,100,100,1.23,overcast clouds
453,Calama,CL,-22.4667,-68.9333,72.09,17,20,23.02,few clouds
454,Husavik,IS,66.0449,-17.3389,26.51,71,100,16.87,overcast clouds
455,Okhotsk,RU,59.3833,143.3,7.3,82,100,8.01,overcast clouds
456,Garhi Khairo,PK,28.0606,67.9803,60.53,38,0,2.89,clear sky
457,Fenyi,CN,27.8112,114.6681,37.99,93,77,0.31,broken clouds
458,Iqaluit,CA,63.7506,-68.5145,-16.31,62,20,12.66,few clouds
459,Ponta Do Sol,PT,32.6667,-17.1,71.71,66,100,7.36,overcast clouds
460,Avera,US,33.194,-82.5271,58.91,35,0,5.57,clear sky
461,Alta Floresta,BR,-9.8756,-56.0861,87.62,62,75,11.5,broken clouds
462,Rio Gallegos,AR,-51.6226,-69.2181,60.85,18,40,37.98,scattered clouds
463,Zabid,YE,14.1951,43.3152,79.5,57,2,12.82,clear sky
464,Arlit,NE,18.7369,7.3853,75.79,6,0,7.34,clear sky
465,Morondava,MG,-20.2833,44.2833,80.58,73,34,11.92,scattered clouds
466,Mwinilunga,ZM,-11.7358,24.4293,63.77,94,35,3.6,light rain
467,Asosa,ET,10.0667,34.5333,74.1,31,71,2.8,broken clouds
468,Seydi,TM,39.4816,62.9137,48.24,42,100,10.07,overcast clouds
469,Dakar,SN,14.6937,-17.4441,97.68,30,0,13.8,clear sky
470,Yumen,CN,40.2833,97.2,24.33,40,100,13.15,overcast clouds
471,Batticaloa,LK,7.7102,81.6924,77.41,81,87,8.1,overcast clouds
472,Tongchuan,CN,35.0806,109.0897,29.28,69,5,2.84,clear sky
473,Lagoa,PT,39.05,-27.9833,58.64,73,6,13.78,clear sky
474,Kashin,RU,57.3592,37.6081,28.92,97,100,6.49,overcast clouds
475,Labuhan,ID,-6.8844,112.2051,76.71,89,100,9.84,overcast clouds
476,Nemuro,JP,43.3236,145.575,20.55,77,11,7.92,few clouds
477,Yulara,AU,-25.2406,130.9889,76.84,50,0,6.91,clear sky
478,Ust-Nera,RU,64.5667,143.2,-30.6,99,62,4.9,broken clouds
479,Barra Do Garcas,BR,-15.89,-52.2567,73.24,95,100,3.29,overcast clouds
480,Biak,ID,-0.9131,122.8766,76.66,83,100,4.27,overcast clouds
481,Lujan,AR,-34.5703,-59.105,84.67,48,0,4.0,clear sky
482,Nago,JP,26.5881,127.9761,66.36,79,100,7.11,overcast clouds
483,Lodi,US,38.1302,-121.2725,65.95,67,25,1.99,scattered clouds
484,Paamiut,GL,61.994,-49.6678,22.8,79,100,22.62,overcast clouds
485,Hohhot,CN,40.8106,111.6522,7.09,78,0,4.47,clear sky
486,Deputatskiy,RU,69.3,139.9,-28.01,86,78,6.73,broken clouds
487,Semnan,IR,35.5729,53.3971,46.24,34,0,2.3,clear sky
488,Warri,NG,5.5167,5.75,83.21,64,62,9.4,broken clouds
489,Lusambo,CD,-4.9667,23.45,70.32,97,96,3.31,moderate rain
490,Ylojarvi,FI,61.5563,23.5961,33.78,96,100,11.5,light snow
491,Hoquiam,US,46.9809,-123.8893,47.01,96,100,4.61,mist
492,Surman,LY,32.7567,12.5716,56.1,53,8,10.96,clear sky
493,Sitka,US,57.0531,-135.33,46.29,87,100,13.8,moderate rain
494,Acajutla,SV,13.5928,-89.8275,87.8,46,39,7.85,scattered clouds
495,Tocopilla,CL,-22.092,-70.1979,71.13,66,12,5.57,few clouds
496,Hendek,TR,40.7994,30.7481,34.66,96,89,1.5,light snow
497,Camacha,PT,33.0833,-16.3333,63.82,82,0,11.5,clear sky
498,Churapcha,RU,62.0025,132.4325,-33.59,100,94,2.64,overcast clouds
499,Shimoda,JP,34.6667,138.95,40.1,93,100,17.07,moderate rain
500,Beira,MZ,-19.8436,34.8389,82.49,78,20,6.91,few clouds
501,Coquimbo,CL,-29.9533,-71.3436,65.93,82,100,10.36,overcast clouds
502,Sarangani,PH,5.4033,125.4636,82.06,72,100,16.15,overcast clouds
503,Port Blair,IN,11.6667,92.75,78.84,78,40,6.91,mist
504,Xintai,CN,35.9006,117.7519,32.76,89,44,3.13,scattered clouds
505,Sept-Iles,CA,50.2001,-66.3821,37.92,77,75,5.01,broken clouds
506,Isangel,VU,-19.55,169.2667,78.89,97,100,30.15,heavy intensity rain
507,Olinda,BR,-8.0089,-34.8553,85.73,62,40,9.22,scattered clouds
508,Nisia Floresta,BR,-6.0911,-35.2086,90.41,52,81,10.89,broken clouds
509,Jesus Carranza,MX,17.4333,-95.0333,67.82,70,98,6.71,overcast clouds
510,Aswan,EG,24.0934,32.907,72.7,13,0,6.91,clear sky
511,Kendari,ID,-3.945,122.4989,76.46,91,100,1.57,overcast clouds
512,Grindavik,IS,63.8424,-22.4338,28.35,74,40,21.85,scattered clouds
513,Porbandar,IN,21.6422,69.6093,69.53,66,1,12.86,clear sky
514,Ballinasloe,IE,53.3275,-8.2194,41.34,75,100,11.21,overcast clouds
515,Ormara,PK,25.2088,64.6357,71.1,67,0,3.91,clear sky
516,Diamantino,BR,-14.4086,-56.4461,72.27,98,100,1.83,light rain
517,Salisbury,GB,51.0693,-1.7957,52.45,83,94,5.23,overcast clouds
518,Monrovia,LR,6.3005,-10.7969,87.57,74,16,10.4,few clouds
519,Gazli,UZ,40.1333,63.45,45.12,42,95,10.92,overcast clouds
520,Sargatskoye,RU,55.6101,73.4972,-10.79,97,6,6.93,clear sky
521,Yeniseysk,RU,58.4497,92.1703,-22.18,100,41,0.74,scattered clouds
522,Hailar,CN,49.2,119.7,-10.41,100,100,2.39,overcast clouds
523,Panguipulli,CL,-39.6333,-72.3333,71.31,25,21,5.99,few clouds
524,Hue,VN,16.4667,107.6,68.11,94,75,5.75,broken clouds
525,Constitucion,CL,-35.3333,-72.4167,70.81,63,13,11.61,few clouds
526,Damara,CF,4.9608,18.7035,89.02,17,79,1.79,broken clouds
527,Mandalgovi,MN,45.7625,106.2708,2.59,89,98,8.99,overcast clouds
528,Nawalgarh,IN,27.85,75.2667,58.75,68,5,6.11,clear sky
529,Vila,PT,42.0304,-8.1588,54.73,77,0,4.18,clear sky
530,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.41,57,86,2.53,light rain
531,Bereda,ES,43.2686,-7.5406,56.95,84,0,2.46,clear sky
532,Fasa,IR,28.9383,53.6482,45.64,53,0,6.91,clear sky
533,Dwarka,IN,22.2394,68.9678,70.86,59,1,9.66,clear sky
534,Dondo,MZ,-19.6094,34.7431,81.91,82,6,7.49,clear sky
535,Zadonsk,RU,52.3904,38.9261,24.94,98,63,5.32,broken clouds
536,Jhang,PK,33.6748,72.6963,51.62,50,4,3.83,clear sky
537,Camp Verde,US,34.5636,-111.8543,67.53,14,0,4.43,clear sky
538,Bundaberg,AU,-24.85,152.35,68.29,89,0,5.75,clear sky
539,Coihaique,CL,-45.5752,-72.0662,68.61,45,75,10.36,broken clouds
540,Tagusao,PH,9.1924,117.8141,77.43,77,79,4.41,broken clouds
541,Aksu,CN,41.1231,80.2644,29.75,51,100,1.21,overcast clouds
542,Itatiaia,BR,-22.4961,-44.5633,73.81,78,73,7.23,broken clouds
543,Erzin,TR,36.9559,36.2,46.92,92,100,7.0,light rain
544,Morag,PL,53.9171,19.926,44.62,87,100,17.78,overcast clouds
545,Muroto,JP,33.2833,134.15,49.24,67,89,11.77,overcast clouds
546,Cururupu,BR,-1.8283,-44.8683,83.57,74,50,5.08,scattered clouds
547,Saint-Francois,FR,46.4154,3.9054,48.42,61,0,2.3,clear sky
548,Marondera,ZW,-18.1853,31.5519,63.01,74,77,4.16,broken clouds
549,Mnogovershinnyy,RU,53.9353,139.9242,-1.98,98,88,4.54,overcast clouds
550,Buin,CL,-33.7333,-70.75,87.06,20,2,11.43,clear sky
551,Yerbogachen,RU,61.2767,108.0108,-32.39,100,70,2.82,broken clouds
552,Puerto Madero,MX,14.7208,-92.4215,81.91,55,6,7.9,clear sky
553,Ylivieska,FI,64.0833,24.55,29.32,92,97,7.36,overcast clouds
554,Crema,IT,45.3588,9.6683,54.82,70,5,5.01,clear sky
555,Santa Cruz De La Palma,ES,28.6835,-17.7642,75.34,35,0,6.91,clear sky
556,Praxedis Guerrero,MX,31.3667,-106.0167,56.43,28,0,3.11,clear sky
557,Cap Malheureux,MU,-19.9842,57.6142,79.29,77,35,11.77,scattered clouds
558,Ustka,PL,54.5805,16.8619,42.82,93,100,23.91,overcast clouds
559,Srandakan,ID,-7.9386,110.2506,78.03,87,100,10.04,heavy intensity rain
560,Chachapoyas,PE,-6.2317,-77.869,59.86,86,100,2.42,light rain
561,Yara,CU,20.2753,-76.9533,91.15,37,6,6.71,clear sky
562,Chanute,US,37.6792,-95.4572,59.45,26,4,15.37,clear sky
563,Ambilobe,MG,-13.2,49.05,75.27,93,96,2.91,light rain
564,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,64,0,8.05,clear sky
565,Umm Kaddadah,SD,13.6017,26.6876,70.84,12,32,13.02,scattered clouds
566,Wad Madani,SD,14.4012,33.5199,82.13,23,54,8.86,broken clouds
567,Sibu,MY,2.3,111.8167,77.31,100,40,2.3,moderate rain
568,Imbituva,BR,-25.23,-50.6044,79.32,46,67,4.09,broken clouds
